match_id,tournament_id,round,player_1,player_2,winner,score,p1_world_ranking,p2_world_ranking,p1_seeding,p2_seeding,date
1227,4737,R16,Anders ANTONSEN,Lakshya SEN,Anders ANTONSEN,21-19 21-18,,4,,,2024-01-23
1228,4737,R16,LU Guang Zu,Kiran GEORGE,Kiran GEORGE,11-21 21-13 18-21,,19,,,2024-01-23
1229,4737,R16,Kunlavut VITIDSARN,CHOU Tien Chen,Kunlavut VITIDSARN,21-14 21-9,3,7,,,2024-01-23
1230,4737,R16,SU Li Yang,LOH Kean Yew,LOH Kean Yew,11-21 16-21,,8,,,2024-01-23
1231,4737,R16,LEONG Jun Hao,Anthony Sinisuka GINTING,Anthony Sinisuka GINTING,15-21 17-21,,,,,2024-01-23
1232,4737,R16,LEE Zii Jia,NG Ka Long Angus,LEE Zii Jia,22-20 21-15,,,,,2024-01-23
1233,4737,R16,Priyanshu RAJAWAT,Brian YANG,Brian YANG,18-21 14-21,,21,,,2024-01-23
1234,4737,QF,LEI Lan Xi,Anders ANTONSEN,Anders ANTONSEN,17-21 17-21,,,,,2024-01-23
1235,4737,QF,Kiran GEORGE,Kunlavut VITIDSARN,Kunlavut VITIDSARN,14-21 6-21,19,3,,,2024-01-23
1236,4737,QF,LOH Kean Yew,Anthony Sinisuka GINTING,Anthony Sinisuka GINTING,17-21 19-21,8,,,,2024-01-23
1237,4737,QF,LEE Zii Jia,Brian YANG,Brian YANG,14-21,,21,,,2024-01-23
1238,4737,SF,Anders ANTONSEN,Kunlavut VITIDSARN,Anders ANTONSEN,21-14 21-8,,3,,,2024-01-23
1239,4737,SF,Anthony Sinisuka GINTING,Brian YANG,Brian YANG,21-13 17-21 19-21,,21,,,2024-01-23
1240,4737,F,Anders ANTONSEN,Brian YANG,Anders ANTONSEN,18-21 21-13 21-18,,21,,,2024-01-23
1241,4738,R32,Alwi FARHAN,Mark CALJOUW,Mark CALJOUW,15-21 14-21,2,,,,2024-01-30
1242,4738,R32,CHEAM June Wei,Mithun MANJUNATH,CHEAM June Wei,,,,,,2024-01-30
1243,4738,R32,Jason GUNAWAN,KIDAMBI Srikanth,KIDAMBI Srikanth,,14,18,,,2024-01-30
1244,4738,R32,WANG Tzu Wei,Jia Heng Jason TEH,WANG Tzu Wei,,23,9,,,2024-01-30
1245,4738,R32,LIN Chun-Yi,S.Sankar Muthusamy SUBRAMANIAN,LIN Chun-Yi,,1,,,,2024-01-30
1246,4738,R32,LEONG Jun Hao,CHOU Tien Chen,CHOU Tien Chen,,,7,,,2024-01-30
1247,4738,R32,LEE Chia Hao,JEON Hyeok Jin,LEE Chia Hao,,,,,,2024-01-30
1248,4738,R32,WANG Po-Wei,Kantaphon WANGCHAROEN,WANG Po-Wei,,,,,,2024-01-30
1249,4738,R32,Ygor COELHO,Sameer VERMA,Ygor COELHO,,,,,,2024-01-30
1250,4738,R32,NG Ka Long Angus,LEI Lan Xi,NG Ka Long Angus,,,,,,2024-01-30
1251,4738,R32,Kiran GEORGE,SU Li Yang,SU Li Yang,,19,,,,2024-01-30
1252,4738,R32,Kenta NISHIMOTO,CHI Yu Jen,CHI Yu Jen,,,6,,,2024-01-30
1253,4738,R32,Nhat NGUYEN,Takuma OBAYASHI,Takuma OBAYASHI,,17,,,,2024-01-30
1254,4738,R32,LEE Cheuk Yiu,Brian YANG,LEE Cheuk Yiu,,,21,,,2024-01-30
1255,4738,R32,Misha ZILBERMAN,HUANG Yu Kai,Misha ZILBERMAN,,,,,,2024-01-30
1256,4738,R16,Mark CALJOUW,CHEAM June Wei,Mark CALJOUW,21-7 21-11,,,,,2024-01-30
1257,4738,R16,Mithun MANJUNATH,KIDAMBI Srikanth,Mithun MANJUNATH,21-9 13-21 21-17,,18,,,2024-01-30
1258,4738,R16,LIN Chun-Yi,S.Sankar Muthusamy SUBRAMANIAN,LIN Chun-Yi,21-9 21-11,1,,,,2024-01-30
1259,4738,R16,CHOU Tien Chen,WANG Po-Wei,CHOU Tien Chen,21-18 15-21 21-19,7,,,,2024-01-30
1260,4738,R16,Kantaphon WANGCHAROEN,NG Ka Long Angus,NG Ka Long Angus,13-21 12-21,,,,,2024-01-30
1261,4738,R16,LEI Lan Xi,SU Li Yang,SU Li Yang,12-21 14-21,,,,,2024-01-30
1262,4738,R16,CHI Yu Jen,Takuma OBAYASHI,Takuma OBAYASHI,18-21 25-23 8-21,6,,,,2024-01-30
1263,4738,R16,Misha ZILBERMAN,LOH Kean Yew,LOH Kean Yew,9-21 6-21,,8,,,2024-01-30
1264,4738,QF,Mark CALJOUW,Mithun MANJUNATH,Mark CALJOUW,21-19 21-15,,,,,2024-01-30
1265,4738,QF,LIN Chun-Yi,CHOU Tien Chen,CHOU Tien Chen,21-12 17-21 21-23,1,7,,,2024-01-30
1266,4738,QF,NG Ka Long Angus,SU Li Yang,SU Li Yang,18-21 13-21,,,,,2024-01-30
1267,4738,QF,Takuma OBAYASHI,LOH Kean Yew,LOH Kean Yew,13-21 13-21,,8,,,2024-01-30
1268,4738,SF,Mark CALJOUW,CHOU Tien Chen,CHOU Tien Chen,15-21 12-21,,7,,,2024-01-30
1269,4738,SF,SU Li Yang,LOH Kean Yew,LOH Kean Yew,14-21 14-21,,8,,,2024-01-30
1270,4738,F,CHOU Tien Chen,LOH Kean Yew,CHOU Tien Chen,21-16 6-21 21-16,7,8,,,2024-01-30
1271,4739,R32,CHOU Tien Chen,Mark CALJOUW,CHOU Tien Chen,21-17 18-21 21-16,7,,,,2024-01-27
1272,4739,R32,LIAO Jhuo-Fu,ZHAO Jun Peng,ZHAO Jun Peng,11-21 21-12 16-21,,,,,2024-01-27
1273,4739,R32,Brian YANG,S.Sankar Muthusamy SUBRAMANIAN,Brian YANG,15-21 21-18 21-13,21,,,,2024-01-27
1274,4739,R32,Julien CARRAGGI,DANYLO BOSNIUK,Julien CARRAGGI,22-24 22-20 21-13,,,,,2024-01-27
1275,4739,R32,LIN Chun-Yi,Magnus JOHANNESEN,LIN Chun-Yi,,1,,,,2024-01-27
1276,4739,R32,Kantaphon WANGCHAROEN,Toma Junior POPOV,Kantaphon WANGCHAROEN,,,13,,,2024-01-27
1277,4739,R32,Alex LANIER,Rasmus GEMKE,Alex LANIER,,20,,,,2024-01-27
1278,4739,R32,Pablo ABIAN,Sathish Kumar KARUNAKARAN,Sathish Kumar KARUNAKARAN,,,,,,2024-01-27
1279,4739,R32,Misha ZILBERMAN,Nhat NGUYEN,Nhat NGUYEN,,,17,,,2024-01-27
1280,4739,R32,WANG Tzu Wei,CHEAM June Wei,CHEAM June Wei,,23,,,,2024-01-27
1281,4739,R32,Lucas CLAERBOUT,JEON Hyeok Jin,Lucas CLAERBOUT,,,,,,2024-01-27
1282,4739,R32,NG Ka Long Angus,LEE Chia Hao,LEE Chia Hao,,,,,,2024-01-27
1283,4739,R32,Arnaud MERKLE,Mads CHRISTOPHERSEN,Arnaud MERKLE,,,,,,2024-01-27
1284,4739,R32,Christo POPOV,SU Li Yang,Christo POPOV,,10,,,,2024-01-27
1285,4739,R32,HUANG Yu Kai,Kalle KOLJONEN,Kalle KOLJONEN,,,,,,2024-01-27
1286,4739,R16,CHOU Tien Chen,ZHAO Jun Peng,ZHAO Jun Peng,14-21 18-21,7,,,,2024-01-27
1287,4739,R16,Brian YANG,Julien CARRAGGI,Julien CARRAGGI,21-16 15-21 14-21,21,,,,2024-01-27
1288,4739,R16,LIN Chun-Yi,Kantaphon WANGCHAROEN,LIN Chun-Yi,21-15 17-21 21-3,1,,,,2024-01-27
1289,4739,R16,Alex LANIER,Rasmus GEMKE,Rasmus GEMKE,21-16 11-21 18-21,20,,,,2024-01-27
1290,4739,R16,Sathish Kumar KARUNAKARAN,Nhat NGUYEN,Nhat NGUYEN,18-21 22-24,,17,,,2024-01-27
1291,4739,R16,Lucas CLAERBOUT,JEON Hyeok Jin,JEON Hyeok Jin,17-21 16-21,,,,,2024-01-27
1292,4739,R16,LEE Chia Hao,Christo POPOV,Christo POPOV,20-22 13-21,,10,,,2024-01-27
1293,4739,R16,SU Li Yang,Kalle KOLJONEN,SU Li Yang,21-18 21-16,,,,,2024-01-27
1294,4739,QF,ZHAO Jun Peng,Julien CARRAGGI,ZHAO Jun Peng,18-21 21-14 21-12,,,,,2024-01-27
1295,4739,QF,LIN Chun-Yi,Rasmus GEMKE,Rasmus GEMKE,16-21 21-17 16-21,1,,,,2024-01-27
1296,4739,QF,Nhat NGUYEN,JEON Hyeok Jin,JEON Hyeok Jin,21-18 17-21 17-21,17,,,,2024-01-27
1297,4739,QF,Christo POPOV,SU Li Yang,Christo POPOV,21-19 22-24 21-17,10,,,,2024-01-27
1298,4739,SF,ZHAO Jun Peng,Rasmus GEMKE,Rasmus GEMKE,15-21 21-17 19-21,,,,,2024-01-27
1299,4739,SF,JEON Hyeok Jin,Christo POPOV,Christo POPOV,17-21 21-11 11-21,,10,,,2024-01-27
1300,4739,F,Rasmus GEMKE,Christo POPOV,Rasmus GEMKE,17-21 16-21,,10,,,2024-01-27
1301,4762,R32,Viktor AXELSEN,Priyanshu RAJAWAT,Viktor AXELSEN,21-8 21-15,,,,,2024-01-05
1302,4762,R32,WANG Tzu Wei,Jonatan CHRISTIE,WANG Tzu Wei,12-21 23-21 21-17,23,11,,,2024-01-05
1303,4762,R32,Kunlavut VITIDSARN,Brian YANG,Kunlavut VITIDSARN,21-13 13-21 22-20,3,21,,,2024-01-05
1304,4762,R32,Kenta NISHIMOTO,LIN Chun-Yi,LIN Chun-Yi,21-16 15-21 5-21,,1,,,2024-01-05
1305,4762,R32,LI Shi Feng,Koki WATANABE,LI Shi Feng,21-11 21-17,,16,,,2024-01-05
1306,4762,R32,Lakshya SEN,Kanta TSUNEYAMA,Lakshya SEN,15-21 21-15 21-3,4,,,,2024-01-05
1307,4762,R32,Anthony Sinisuka GINTING,WENG Hong Yang,Anthony Sinisuka GINTING,7-21 21-18 21-15,,,,,2024-01-05
1308,4762,R32,Toma Junior POPOV,LOH Kean Yew,LOH Kean Yew,14-21 21-23,13,8,,,2024-01-05
1309,4762,R32,ZHAO Jun Peng,SU Li Yang,SU Li Yang,12-21 15-21,,,,,2024-01-05
1310,4762,R32,Chico Aura DWI WARDOYO,Kodai NARAOKA,Chico Aura DWI WARDOYO,14-21 22-20 21-17,,,,,2024-01-05
1311,4762,R32,LEE Cheuk Yiu,NG Ka Long Angus,NG Ka Long Angus,15-21 9-21,,,,,2024-01-05
1312,4762,R32,LEE Chia Hao,Anders ANTONSEN,Anders ANTONSEN,16-21 13-21,,,,,2024-01-05
1313,4762,R32,KIDAMBI Srikanth,CHOU Tien Chen,KIDAMBI Srikanth,21-15 20-22 21-8,18,7,,,2024-01-05
1314,4762,R32,LU Guang Zu,PRANNOY H. S.,LU Guang Zu,21-17 21-17,,,,,2024-01-05
1315,4762,R32,Magnus JOHANNESEN,LEE Zii Jia,Magnus JOHANNESEN,21-15 21-19,,,,,2024-01-05
1316,4762,R32,Christo POPOV,SHI Yu Qi,SHI Yu Qi,14-21 15-21,10,,,,2024-01-05
1317,4762,R16,Viktor AXELSEN,WANG Tzu Wei,WANG Tzu Wei,12-21 17-21,,23,,,2024-01-05
1318,4762,R16,Kunlavut VITIDSARN,LIN Chun-Yi,Kunlavut VITIDSARN,21-13 9-21 21-14,3,1,,,2024-01-05
1319,4762,R16,LI Shi Feng,Lakshya SEN,Lakshya SEN,21-16 15-21 13-21,,4,,,2024-01-05
1320,4762,R16,Anthony Sinisuka GINTING,LOH Kean Yew,LOH Kean Yew,16-21 21-18 16-21,,8,,,2024-01-05
1321,4762,R16,SU Li Yang,Chico Aura DWI WARDOYO,Chico Aura DWI WARDOYO,18-21 21-17 16-21,,,,,2024-01-05
1322,4762,R16,NG Ka Long Angus,Anders ANTONSEN,Anders ANTONSEN,16-21 19-21,,,,,2024-01-05
1323,4762,R16,KIDAMBI Srikanth,LU Guang Zu,LU Guang Zu,21-19 12-21 20-22,18,,,,2024-01-05
1324,4762,R16,Magnus JOHANNESEN,SHI Yu Qi,SHI Yu Qi,10-21 14-21,,,,,2024-01-05
1325,4762,QF,WANG Tzu Wei,Kunlavut VITIDSARN,Kunlavut VITIDSARN,18-21 16-21,23,3,,,2024-01-05
1326,4762,QF,Lakshya SEN,LOH Kean Yew,Lakshya SEN,19-21 21-15 21-13,4,8,,,2024-01-05
1327,4762,QF,Chico Aura DWI WARDOYO,Anders ANTONSEN,Chico Aura DWI WARDOYO,21-15 21-8,,,,,2024-01-05
1328,4762,QF,LU Guang Zu,SHI Yu Qi,SHI Yu Qi,15-21 15-21,,,,,2024-01-05
1329,4762,SF,Kunlavut VITIDSARN,Lakshya SEN,Kunlavut VITIDSARN,20-22 21-13 21-11,3,4,,,2024-01-05
1330,4762,SF,Chico Aura DWI WARDOYO,SHI Yu Qi,SHI Yu Qi,19-21 14-21,,,,,2024-01-05
1331,4762,F,Kunlavut VITIDSARN,SHI Yu Qi,SHI Yu Qi,20-22 19-21,3,,,,2024-01-05
1332,4741,R32,Viktor AXELSEN,KIDAMBI Srikanth,Viktor AXELSEN,21-9 21-9,,18,1,,2024-01-12
1333,4741,R32,LIN Chun-Yi,WENG Hong Yang,WENG Hong Yang,21-18 16-21 16-21,1,,,,2024-01-12
1334,4741,R32,Anthony Sinisuka GINTING,LEE Chia Hao,Anthony Sinisuka GINTING,21-13 21-17,,,5,,2024-01-12
1335,4741,R32,Kenta NISHIMOTO,Brian YANG,Kenta NISHIMOTO,21-13 21-4,,21,,,2024-01-12
1336,4741,R32,LI Shi Feng,Toma Junior POPOV,Toma Junior POPOV,17-21 13-21,,13,3,,2024-01-12
1337,4741,R32,Koki WATANABE,WANG Tzu Wei,Koki WATANABE,21-14 21-13,16,23,,,2024-01-12
1338,4741,R32,PRANNOY H. S.,SU Li Yang,SU Li Yang,21-14 13-21 13-21,,,7,,2024-01-12
1339,4741,R32,Christo POPOV,LEE Cheuk Yiu,Christo POPOV,22-20 17-21 21-16,10,,,,2024-01-12
1340,4741,R32,LOH Kean Yew,NG Ka Long Angus,LOH Kean Yew,21-12 21-17,8,,,,2024-01-12
1341,4741,R32,LEE Zii Jia,Kodai NARAOKA,LEE Zii Jia,21-12 21-19,,,,6,2024-01-12
1342,4741,R32,Lakshya SEN,Magnus JOHANNESEN,Lakshya SEN,21-14 21-14,4,,,,2024-01-12
1343,4741,R32,Kanta TSUNEYAMA,Anders ANTONSEN,Anders ANTONSEN,18-21 9-21,,,,4,2024-01-12
1344,4741,R32,CHOU Tien Chen,Jonatan CHRISTIE,Jonatan CHRISTIE,4-21 15-21,7,11,,,2024-01-12
1345,4741,R32,LU Guang Zu,Kunlavut VITIDSARN,Kunlavut VITIDSARN,21-19 18-21 15-21,,3,,8,2024-01-12
1346,4741,R32,Chico Aura DWI WARDOYO,Priyanshu RAJAWAT,Chico Aura DWI WARDOYO,21-19 11-21 21-9,,,,,2024-01-12
1347,4741,R32,Rasmus GEMKE,SHI Yu Qi,SHI Yu Qi,21-18 21-23 19-21,,,,2,2024-01-12
1348,4741,R16,Viktor AXELSEN,WENG Hong Yang,Viktor AXELSEN,21-19 21-14,,,1,,2024-01-12
1349,4741,R16,Anthony Sinisuka GINTING,Kenta NISHIMOTO,Anthony Sinisuka GINTING,21-18 21-19,,,5,,2024-01-12
1350,4741,R16,Toma Junior POPOV,Koki WATANABE,Koki WATANABE,18-21 21-23,13,16,,,2024-01-12
1351,4741,R16,SU Li Yang,Christo POPOV,Christo POPOV,14-21 21-17 15-21,,10,,,2024-01-12
1352,4741,R16,LOH Kean Yew,LEE Zii Jia,LEE Zii Jia,15-21 12-21,8,,,,2024-01-12
1353,4741,R16,Lakshya SEN,Anders ANTONSEN,Lakshya SEN,24-22 11-21 21-14,4,,,4,2024-01-12
1354,4741,R16,Jonatan CHRISTIE,Kunlavut VITIDSARN,Jonatan CHRISTIE,21-19 18-21 21-13,11,3,,8,2024-01-12
1355,4741,R16,Chico Aura DWI WARDOYO,SHI Yu Qi,SHI Yu Qi,19-21 10-21,,,,2,2024-01-12
1356,4741,QF,Viktor AXELSEN,Anthony Sinisuka GINTING,Anthony Sinisuka GINTING,21-8 18-21 19-21,,,1,5,2024-01-12
1357,4741,QF,Koki WATANABE,Christo POPOV,Christo POPOV,17-21 10-21,16,10,,,2024-01-12
1358,4741,QF,LEE Zii Jia,Lakshya SEN,Lakshya SEN,22-20 16-21 19-21,,4,,,2024-01-12
1359,4741,QF,Jonatan CHRISTIE,SHI Yu Qi,Jonatan CHRISTIE,21-12,11,,,2,2024-01-12
1360,4741,SF,Anthony Sinisuka GINTING,Christo POPOV,Anthony Sinisuka GINTING,19-21 21-5 21-11,,10,5,,2024-01-12
1361,4741,SF,Lakshya SEN,Jonatan CHRISTIE,Jonatan CHRISTIE,12-21 21-10 15-21,4,11,,,2024-01-12
1362,4741,F,Anthony Sinisuka GINTING,Jonatan CHRISTIE,Anthony Sinisuka GINTING,15-21 14-21,,11,5,,2024-01-12
1363,4740,R32,Takuma OBAYASHI,Jonathan MATIAS,Takuma OBAYASHI,14-21 21-13 21-15,,,,,2024-01-12
1364,4740,R32,Ygor COELHO,Jia Heng Jason TEH,Ygor COELHO,21-17 19-21 21-17,,9,,,2024-01-12
1365,4740,R32,CHI Yu Jen,Max WEISSKIRCHEN,CHI Yu Jen,21-7 21-12,6,,,,2024-01-12
1366,4740,R32,Giovanni TOTI,LEONG Jun Hao,Giovanni TOTI,,,,,,2024-01-12
1367,4740,R32,JEON Hyeok Jin,CHEAM June Wei,JEON Hyeok Jin,,,,,,2024-01-12
1368,4740,R32,Misha ZILBERMAN,Kantaphon WANGCHAROEN,Misha ZILBERMAN,,,,,,2024-01-12
1369,4740,R32,Mads CHRISTOPHERSEN,Koo TAKAHASHI,Mads CHRISTOPHERSEN,,,,,,2024-01-12
1370,4740,R32,Daniil DUBOVENKO,S.Sankar Muthusamy SUBRAMANIAN,Daniil DUBOVENKO,,,,,,2024-01-12
1371,4740,R32,Alex LANIER,Kalle KOLJONEN,Alex LANIER,,20,,,,2024-01-12
1372,4740,R32,Kevin CORDON,Mark CALJOUW,Kevin CORDON,,,,,,2024-01-12
1373,4740,R32,Yushi TANAKA,Sathish Kumar KARUNAKARAN,Yushi TANAKA,,5,,,,2024-01-12
1374,4740,R32,Kiran GEORGE,Pablo ABIAN,Pablo ABIAN,,19,,,,2024-01-12
1375,4740,R32,Dmitriy PANARIN,Enogat ROY,Dmitriy PANARIN,,,,,,2024-01-12
1376,4740,R32,Nhat NGUYEN,Ade Resky DWICAHYO,Nhat NGUYEN,,17,,,,2024-01-12
1377,4740,R32,Mithun MANJUNATH,Joakim OLDORFF,Mithun MANJUNATH,,,,,,2024-01-12
1378,4740,R16,Takuma OBAYASHI,Ygor COELHO,Takuma OBAYASHI,22-20 21-12,,,,,2024-01-12
1379,4740,R16,CHI Yu Jen,JEON Hyeok Jin,CHI Yu Jen,,6,,,,2024-01-12
1380,4740,R16,CHEAM June Wei,Mads CHRISTOPHERSEN,CHEAM June Wei,,,,,,2024-01-12
1381,4740,R16,Koo TAKAHASHI,Alex LANIER,Koo TAKAHASHI,,,20,,,2024-01-12
1382,4740,R16,Kalle KOLJONEN,Yushi TANAKA,Yushi TANAKA,,,5,,,2024-01-12
1383,4740,R16,Sathish Kumar KARUNAKARAN,Pablo ABIAN,Sathish Kumar KARUNAKARAN,,,,,,2024-01-12
1384,4740,R16,Nhat NGUYEN,Ade Resky DWICAHYO,Nhat NGUYEN,,17,,,,2024-01-12
1385,4740,QF,Takuma OBAYASHI,CHI Yu Jen,CHI Yu Jen,21-14 13-21 19-21,,6,,,2024-01-12
1386,4740,QF,CHEAM June Wei,Koo TAKAHASHI,Koo TAKAHASHI,13-21 8-21,,,,,2024-01-12
1387,4740,QF,Alex LANIER,Yushi TANAKA,Yushi TANAKA,8-21 22-20 10-21,20,5,,,2024-01-12
1388,4740,QF,Nhat NGUYEN,LEI Lan Xi,LEI Lan Xi,17-21 17-21,17,,,,2024-01-12
1389,4740,SF,CHI Yu Jen,Koo TAKAHASHI,Koo TAKAHASHI,19-21 12-21,6,,,,2024-01-12
1390,4740,SF,Yushi TANAKA,LEI Lan Xi,Yushi TANAKA,19-21 21-19 21-15,5,,,,2024-01-12
1391,4740,F,Koo TAKAHASHI,Yushi TANAKA,Koo TAKAHASHI,18-21 10-21,,5,,,2024-01-12
1392,4742,R32,LEE Zii Jia,SU Li Yang,LEE Zii Jia,21-19 21-12,,,,,2024-01-19
1393,4742,R32,WANG Tzu Wei,KIDAMBI Srikanth,KIDAMBI Srikanth,17-21 18-21,23,18,,,2024-01-19
1394,4742,R32,Lakshya SEN,LEONG Jun Hao,Lakshya SEN,21-19 15-21 21-11,4,,,,2024-01-19
1395,4742,R32,Toma Junior POPOV,LEE Chia Hao,LEE Chia Hao,20-22 11-21,13,,,,2024-01-19
1396,4742,R32,LOH Kean Yew,LIN Chun-Yi,LIN Chun-Yi,18-21 13-21,8,1,,,2024-01-19
1397,4742,R32,CHI Yu Jen,Yushi TANAKA,CHI Yu Jen,21-18 21-12,6,5,,,2024-01-19
1398,4742,R32,Kanta TSUNEYAMA,Alwi FARHAN,Alwi FARHAN,14-21 12-21,,2,,,2024-01-19
1399,4742,R32,Magnus JOHANNESEN,Arnaud MERKLE,Magnus JOHANNESEN,18-21 21-18 21-19,,,,,2024-01-19
1400,4742,R32,JEON Hyeok Jin,Kantaphon WANGCHAROEN,JEON Hyeok Jin,21-15 21-8,,,,,2024-01-19
1401,4742,R32,Christo POPOV,CHOU Tien Chen,CHOU Tien Chen,21-13 16-21 17-21,10,7,,,2024-01-19
1402,4742,R32,Julien CARRAGGI,LEI Lan Xi,LEI Lan Xi,19-21 9-21,,,,,2024-01-19
1403,4742,R32,Priyanshu RAJAWAT,LEE Cheuk Yiu,Priyanshu RAJAWAT,21-12 21-15,,,,,2024-01-19
1404,4742,R32,Kiran GEORGE,Takuma OBAYASHI,Kiran GEORGE,21-18 21-19,19,,,,2024-01-19
1405,4742,R32,Alex LANIER,Koki WATANABE,Alex LANIER,22-20 18-21 21-19,20,16,,,2024-01-19
1406,4742,R32,HUANG Yu Kai,Rasmus GEMKE,Rasmus GEMKE,15-21 16-21,,,,,2024-01-19
1407,4742,R32,Tobias KUENZI,Kenta NISHIMOTO,Kenta NISHIMOTO,13-21 19-21,,,,,2024-01-19
1408,4742,R16,LEE Zii Jia,KIDAMBI Srikanth,KIDAMBI Srikanth,16-21 15-21,,18,,,2024-01-19
1409,4742,R16,Lakshya SEN,LEE Chia Hao,LEE Chia Hao,17-21 15-21,4,,,,2024-01-19
1410,4742,R16,LIN Chun-Yi,CHI Yu Jen,LIN Chun-Yi,17-21 21-11 21-19,1,6,,,2024-01-19
1411,4742,R16,Alwi FARHAN,Magnus JOHANNESEN,Magnus JOHANNESEN,18-21 17-21,2,,,,2024-01-19
1412,4742,R16,JEON Hyeok Jin,CHOU Tien Chen,CHOU Tien Chen,16-21 21-12 16-21,,7,,,2024-01-19
1413,4742,R16,LEI Lan Xi,Priyanshu RAJAWAT,Priyanshu RAJAWAT,14-21 13-21,,,,,2024-01-19
1414,4742,R16,Kiran GEORGE,Alex LANIER,Kiran GEORGE,18-21 22-20 21-18,19,20,,,2024-01-19
1415,4742,R16,Rasmus GEMKE,Kenta NISHIMOTO,Rasmus GEMKE,21-13 14-21 21-18,,,,,2024-01-19
1416,4742,QF,KIDAMBI Srikanth,LEE Chia Hao,KIDAMBI Srikanth,21-10 21-14,18,,,,2024-01-19
1417,4742,QF,LIN Chun-Yi,Magnus JOHANNESEN,LIN Chun-Yi,21-18 21-7,1,,,,2024-01-19
1418,4742,QF,CHOU Tien Chen,Priyanshu RAJAWAT,CHOU Tien Chen,21-15 21-19,7,,,,2024-01-19
1419,4742,QF,Kiran GEORGE,Rasmus GEMKE,Rasmus GEMKE,23-21 17-21 15-21,19,,,,2024-01-19
1420,4742,SF,KIDAMBI Srikanth,LIN Chun-Yi,LIN Chun-Yi,21-15 9-21 18-21,18,1,,,2024-01-19
1421,4742,SF,CHOU Tien Chen,Rasmus GEMKE,CHOU Tien Chen,19-21 21-11 21-12,7,,,,2024-01-19
1422,4742,F,LIN Chun-Yi,CHOU Tien Chen,LIN Chun-Yi,7-21 22-20 23-21,1,7,,,2024-01-19
1423,4743,R32,Jonathan MATIAS,Kantaphon WANGCHAROEN,Kantaphon WANGCHAROEN,10-21 19-21,,,,,2024-01-26
1424,4743,R32,JEON Hyeok Jin,Ygor COELHO,JEON Hyeok Jin,21-13 14-21 21-18,,,,,2024-01-26
1425,4743,R32,Toma Junior POPOV,Mark CALJOUW,Toma Junior POPOV,21-19 21-15,13,,,,2024-01-26
1426,4743,R32,Uriel Francisco CANJURA ARTIGA,SU Li Yang,SU Li Yang,13-21 22-20 20-22,,,,,2024-01-26
1427,4743,R32,CHOU Tien Chen,Nhat NGUYEN,CHOU Tien Chen,24-22 21-14,7,17,,,2024-01-26
1428,4743,R32,Sathish Kumar KARUNAKARAN,Jia Heng Jason TEH,Jia Heng Jason TEH,15-21 19-21,,9,,,2024-01-26
1429,4743,R32,LIN Chun-Yi,LEI Lan Xi,LIN Chun-Yi,21-17 21-18,1,,,,2024-01-26
1430,4743,R32,LEONG Jun Hao,Pablo ABIAN,LEONG Jun Hao,21-16 21-18,,,,,2024-01-26
1431,4743,R32,WANG Tzu Wei,Mithun MANJUNATH,WANG Tzu Wei,21-11 21-12,23,,,,2024-01-26
1432,4743,R32,Koo TAKAHASHI,KIDAMBI Srikanth,Koo TAKAHASHI,21-18 21-15,,18,,,2024-01-26
1433,4743,R32,Julien CARRAGGI,CHI Yu Jen,Julien CARRAGGI,22-20 21-18,,6,,,2024-01-26
1434,4743,R32,Yushi TANAKA,Kalle KOLJONEN,Yushi TANAKA,21-15 21-10,5,,,,2024-01-26
1435,4743,R32,Kiran GEORGE,LEE Chia Hao,LEE Chia Hao,8-21 10-21,19,,,,2024-01-26
1436,4743,R32,Takuma OBAYASHI,Mads CHRISTOPHERSEN,Mads CHRISTOPHERSEN,18-21 20-22,,,,,2024-01-26
1437,4743,R32,Christo POPOV,HUANG Yu Kai,Christo POPOV,,10,,,,2024-01-26
1438,4743,R16,Kantaphon WANGCHAROEN,JEON Hyeok Jin,Kantaphon WANGCHAROEN,21-18 21-17,,,,,2024-01-26
1439,4743,R16,Toma Junior POPOV,SU Li Yang,Toma Junior POPOV,21-16 21-15,13,,,,2024-01-26
1440,4743,R16,CHOU Tien Chen,Jia Heng Jason TEH,CHOU Tien Chen,16-21 21-14 22-20,7,9,,,2024-01-26
1441,4743,R16,LIN Chun-Yi,LEONG Jun Hao,LEONG Jun Hao,17-21 18-21,1,,,,2024-01-26
1442,4743,R16,WANG Tzu Wei,Koo TAKAHASHI,WANG Tzu Wei,21-8 15-21 21-13,23,,,,2024-01-26
1443,4743,R16,Julien CARRAGGI,Yushi TANAKA,Yushi TANAKA,11-21 14-21,,5,,,2024-01-26
1444,4743,R16,LEE Chia Hao,Mads CHRISTOPHERSEN,Mads CHRISTOPHERSEN,21-18 18-21 16-21,,,,,2024-01-26
1445,4743,R16,Christo POPOV,LOH Kean Yew,LOH Kean Yew,21-19 17-21 11-21,10,8,,,2024-01-26
1446,4743,QF,Kantaphon WANGCHAROEN,Toma Junior POPOV,Toma Junior POPOV,14-21 13-21,,13,,,2024-01-26
1447,4743,QF,CHOU Tien Chen,LEONG Jun Hao,CHOU Tien Chen,21-16 21-12,7,,,,2024-01-26
1448,4743,QF,WANG Tzu Wei,Yushi TANAKA,WANG Tzu Wei,21-13 21-13,23,5,,,2024-01-26
1449,4743,QF,Mads CHRISTOPHERSEN,LOH Kean Yew,LOH Kean Yew,13-21 11-21,,8,,,2024-01-26
